WKT,id,appellation,affected_surveys,parcel_intent,topology_type,statutory_actions,land_district,titles,survey_area,calc_area
"POLYGON ((174.74938435 -36.85093415,174.7496098667 -36.8511023667,174.74938065 -36.8512793,174.74926915 -36.8510231667,174.7493503667 -36.8509605,174.74938435 -36.85093415))",5249410,,,Road,Primary,,North Auckland,,,583
"POLYGON ((174.7492108667 -36.8514103667,174.7489168333 -36.8512951,174.74926915 -36.8510231667,174.74938065 -36.8512793,174.7492108667 -36.8514103667))",5235839,,,Road,Primary,,North Auckland,,,884
"POLYGON ((174.7494063833 -36.8512860333,174.74938065 -36.8512793,174.7496098667 -36.8511023667,174.7496524333 -36.8511379667,174.7496232833 -36.8512099333,174.7496915333 -36.8512277667,174.7497586167 -36.8512453,174.7498256833 -36.85126285,174.74989275 -36.8512804,174.7499598333 -36.8512979333,174.7500269 -36.8513154833,174.7501201 -36.8513398667,174.7502143833 -36.8513645,174.7502841 -36.8513806667,174.7502626 -36.8514337667,174.7502415333 -36.85148585,174.7502203167 -36.85153825,174.7501991333 -36.8515905833,174.7501780333 -36.8516426667,174.75015645 -36.85169595,174.7500128833 -36.8516583833,174.7500864167 -36.8514769,174.7500574833 -36.8514418333,174.75002825 -36.8514342,174.7500292833 -36.8514316333,174.7499621167 -36.8514140667,174.7498689167 -36.8513896833,174.7498017333 -36.8513721167,174.74973455 -36.85135455,174.7496673667 -36.8513369667,174.7496002 -36.8513194,174.7495973833 -36.8513263333,174.7495041833 -36.85130195,174.7495006333 -36.8513107,174.7494063833 -36.8512860333))",5223753,,,Road,Primary,,North Auckland,,,1367
"POLYGON ((174.7487417167 -36.85143005,174.7488921 -36.8512879833,174.7489168333 -36.8512951,174.7492108667 -36.8514103667,174.7489231 -36.85163295,174.74869595 -36.8514654167,174.7487417167 -36.85143005))",5258082,,,Road,Primary,,North Auckland,,,885
"POLYGON ((174.7482607833 -36.8510355667,174.7483911 -36.8509741833,174.7486521333 -36.85084,174.7486696667 -36.8509391167,174.7484027667 -36.8510777667,174.7482583 -36.85115455,174.7481906667 -36.8511895,174.7481161167 -36.8512278333,174.7479974167 -36.8512889833,174.7478619 -36.8513588667,174.7477295667 -36.8514271,174.74759785 -36.8514950167,174.7474940833 -36.85152495,174.7474742333 -36.85153065,174.7474468667 -36.8515384833,174.7474047 -36.8515504333,174.74727545 -36.85158645,174.7471630333 -36.85161635,174.7468259 -36.8517059833,174.7467915833 -36.8516125833,174.7471429333 -36.8515148833,174.74714815 -36.8515134,174.7471869167 -36.8515025667,174.74716585 -36.8514414,174.7472559167 -36.8514163833,174.7472800667 -36.8514096667,174.7473119833 -36.8514499333,174.7473775667 -36.8514494,174.7475545167 -36.8514001833,174.7475912667 -36.8513811333,174.7476007167 -36.8513762333,174.7476955667 -36.8513271333,174.7477904 -36.8512780667,174.7478852167 -36.8512289833,174.7479970333 -36.8511714667,174.7480139833 -36.8511626333,174.7481192333 -36.8511083833,174.7482308333 -36.8510509,174.7482607833 -36.8510355667))",5224934,,,Road,Primary,,North Auckland,,,2132
"POLYGON ((174.7466443 -36.8512114333,174.7465491167 -36.8512732833,174.7465850167 -36.85104965,174.7466443 -36.8512114333))",5220303,,,Road,Primary,,North Auckland,,,94
"POLYGON ((174.7465285167 -36.8508876833,174.7465850167 -36.85104965,174.7465491167 -36.8512732833,174.7464336833 -36.8509507833,174.7465285167 -36.8508876833))",5258175,,,Road,Primary,,North Auckland,,,279
"POLYGON ((174.74606805 -36.8514329333,174.7458235 -36.8514672167,174.7458274333 -36.8513745333,174.74593425 -36.8513595333,174.7460624833 -36.85134155,174.74620365 -36.85132175,174.7462081 -36.8513211167,174.7462125333 -36.8513205,174.746217 -36.8513198667,174.7463756 -36.8512976167,174.7465491167 -36.8512732833,174.7465399833 -36.8513667667,174.74621665 -36.8514121,174.74606805 -36.8514329333))",5211513,,,Road,Primary,,North Auckland,,,656
"POLYGON ((174.7465491167 -36.8512732833,174.7466443 -36.8512114333,174.7466839833 -36.8513194167,174.7467235167 -36.8514272167,174.7465399833 -36.8513667667,174.7465491167 -36.8512732833))",5245224,,,Road,Primary,,North Auckland,,,214
"POLYGON ((174.7466581833 -36.85157035,174.7466198833 -36.85146695,174.7465792167 -36.85147265,174.7465399833 -36.8513667667,174.7467235167 -36.8514272167,174.7467915833 -36.8516125833,174.7466553167 -36.8516782667,174.7466173667 -36.85157575,174.7466581833 -36.85157035))",5233682,,,Road,Primary,,North Auckland,,,352
"POLYGON ((174.7456822333 -36.85139495,174.7457851667 -36.8513526833,174.7458063 -36.8513636,174.7458274333 -36.8513745333,174.7458235 -36.8514672167,174.74571085 -36.8514828667,174.7456822333 -36.85139495))",5245208,,,Road,Primary,,North Auckland,,,137
"POLYGON ((174.7453476 -36.8515367333,174.7449885833 -36.8515923667,174.7449538833 -36.8514972667,174.7453180833 -36.8514460333,174.7456822333 -36.85139495,174.74571085 -36.8514828667,174.7454216333 -36.8515262167,174.7453476 -36.8515367333))",5224049,,,Road,Primary,,North Auckland,,,687
"POLYGON ((174.7445891667 -36.8513530667,174.7445453333 -36.8512142833,174.7448527833 -36.85118305,174.7448659333 -36.8512240667,174.7449147833 -36.85137595,174.7449538833 -36.8514972667,174.7446329667 -36.8514868833,174.7445891667 -36.8513530667))",5237625,,,Road,Primary,,North Auckland,,,923
"POLYGON ((174.7448527833 -36.85118305,174.7445453333 -36.8512142833,174.7445114167 -36.8511088833,174.7448205333 -36.8510827,174.7448527833 -36.85118305))",5251239,,,Road,Primary,,North Auckland,,,323
"POLYGON ((174.7443733167 -36.8506798,174.7446629333 -36.8505933833,174.7446718833 -36.8506213333,174.7446757333 -36.8506333667,174.7447681833 -36.8509202667,174.7448205333 -36.8510827,174.7445114167 -36.8511088833,174.7444377 -36.8508799167,174.7443733167 -36.8506798))",5221901,,,Road,Primary,,North Auckland,,,1443
"POLYGON ((174.7426503833 -36.8506461833,174.7426728 -36.8506438833,174.7427625667 -36.8506363333,174.74280595 -36.8506324167,174.7428952333 -36.85062485,174.74297185 -36.8506181667,174.7431418333 -36.8506035,174.7431633 -36.8506017833,174.7433033167 -36.8505895833,174.743335 -36.8505869,174.7434413667 -36.8505777167,174.7435439 -36.8505685333,174.7435772333 -36.8505660333,174.7437130667 -36.8505538333,174.743842 -36.8505428667,174.74385535 -36.8505417333,174.74397725 -36.8505308333,174.7443172 -36.8505033667,174.7443733167 -36.8506798,174.7440287667 -36.8507097167,174.7438770167 -36.8507225833,174.7437431333 -36.8507341167,174.7436075833 -36.85074615,174.74347215 -36.8507580167,174.7433334833 -36.85077005,174.7431978333 -36.8507817667,174.74306415 -36.8507932667,174.7429126667 -36.8508062,174.7427932167 -36.8508163333,174.7427081 -36.8508235333,174.7426109833 -36.8508316667,174.7425968333 -36.85078925,174.7425800667 -36.8507389167,174.74256405 -36.8506908167,174.7425517667 -36.8506552333,174.7426503833 -36.8506461833))",5222009,,,Road,Primary,,North Auckland,,,3189
"POLYGON ((174.7429999333 -36.8512896667,174.7431418167 -36.8512747167,174.7432720667 -36.8512617167,174.7434076167 -36.8512477833,174.7435432 -36.8512338667,174.7435498167 -36.8512332333,174.7436482833 -36.8512231333,174.7436816667 -36.8512196833,174.7444664 -36.8511392167,174.7445114167 -36.8511088833,174.7445453333 -36.8512142833,174.7442292833 -36.8512464,174.7441229167 -36.8512574167,174.7441173333 -36.851258,174.7440464667 -36.8512652667,174.7440309 -36.8512668667,174.7440108667 -36.8512680833,174.74389355 -36.85128085,174.7437816667 -36.8512922333,174.7437342 -36.85129715,174.743619 -36.8513090167,174.74351735 -36.8513194667,174.7434258167 -36.8513288833,174.7433343 -36.8513382833,174.74322565 -36.8513493667,174.7431074167 -36.8513617,174.74299555 -36.8513732167,174.7428836833 -36.8513847333,174.7427717833 -36.85139625,174.7426656167 -36.85140495,174.742555 -36.85141425,174.7424434667 -36.8514246833,174.7423234 -36.8514362167,174.7422113 -36.8514461667,174.7421729 -36.8513651167,174.7423105333 -36.8513532667,174.7424436333 -36.8513417833,174.7425790333 -36.8513308167,174.74270735 -36.8513190667,174.74274875 -36.8513156833,174.7427524667 -36.8513153167,174.74286725 -36.8513033,174.7429999333 -36.8512896667))",5213617,,,Road,Primary,,North Auckland,,,1927
"POLYGON ((174.7417616667 -36.8514004333,174.7419015667 -36.85138835,174.7420369333 -36.8513767333,174.7421729 -36.8513651167,174.7422113 -36.8514461667,174.7420992167 -36.8514561167,174.7419871333 -36.8514660833,174.74187795 -36.8514758167,174.7417646833 -36.85148605,174.7416731333 -36.8514941167,174.7414848 -36.85151085,174.7414351833 -36.85151475,174.7413177833 -36.85152455,174.741209 -36.8515335833,174.7410946667 -36.85154615,174.7409832833 -36.8515555333,174.7409232 -36.8515603833,174.7408638667 -36.8515656167,174.7407590333 -36.8515748333,174.7406444333 -36.8515845833,174.7405348167 -36.85159455,174.7403346 -36.8516127333,174.7401987667 -36.8516251667,174.7401908333 -36.8515433,174.74052725 -36.8515133333,174.7406780167 -36.8514988,174.7408226 -36.8514858833,174.7409439333 -36.8514763667,174.7410797333 -36.8514642667,174.74120985 -36.8514527167,174.7413464667 -36.8514405333,174.7414906833 -36.8514277,174.7416261833 -36.85141185,174.7417616667 -36.8514004333))",5264165,,,Road,Primary,,North Auckland,,,1647
"POLYGON ((174.7401392333 -36.8511158167,174.7401515833 -36.8512234333,174.7401648333 -36.8513310333,174.7401778 -36.8514372167,174.7401908333 -36.8515433,174.74002105 -36.8515582667,174.7400107167 -36.8514735,174.7399985 -36.8513729167,174.7399852167 -36.8512617167,174.7399692167 -36.8511399667,174.7399584833 -36.8510494333,174.7401252667 -36.8510094167,174.7401392333 -36.8511158167))",5237498,,,Road,Primary,,North Auckland,,,886
"POLYGON ((174.7399247 -36.8509223667,174.7399405667 -36.8508983833,174.74011185 -36.8509004,174.7401252667 -36.8510094167,174.7399584833 -36.8510494333,174.73992855 -36.8510299,174.7399247 -36.8509223667))",5248658,,,Road,Primary,,North Auckland,,,250
"POLYGON ((174.7394622167 -36.8509633833,174.7395854833 -36.8509523167,174.7399247 -36.8509223667,174.73992855 -36.8510299,174.7396188833 -36.85105745,174.7394835833 -36.8510696667,174.7393247833 -36.8510838833,174.7393347167 -36.8509724333,174.7394622167 -36.8509633833))",5213012,,,Road,Primary,,North Auckland,,,640
"POLYGON ((174.73915835 -36.8509882,174.7393347167 -36.8509724333,174.7393247833 -36.8510838833,174.7391742 -36.85109735,174.7391660167 -36.8510980667,174.7390267667 -36.8511105667,174.7390265833 -36.8511077833,174.7389948333 -36.8510029167,174.73915835 -36.8509882))",5248664,,,Road,Primary,,North Auckland,,,349
"POLYGON ((174.7402536 -36.8501319333,174.7403079667 -36.8501271,174.7403286833 -36.8502634667,174.7402743 -36.85026835,174.7402599333 -36.8501725833,174.7402536 -36.8501319333))",5103729,Lot 2 DP 16150,DP 16150,Road,Primary,[Referenced] Set Apart for Road [Ponsonby Terrace] New Zealand Gazette 2004 p 2186 Remains Vested in the Auckland City Council,North Auckland,,,74
"POLYGON ((174.7415313833 -36.850016,174.7416695833 -36.8500042,174.7418062833 -36.8499927,174.7424184 -36.8499381833,174.74243125 -36.8500763333,174.7423642167 -36.8500828,174.7422962 -36.8500886667,174.7419525167 -36.8501193333,174.7416835 -36.85014335,174.7415514167 -36.8501549167,174.7414117 -36.8501672667,174.7412395667 -36.8501825167,174.7410067333 -36.8502032167,174.7409700833 -36.8502065667,174.7408080333 -36.8502213833,174.74061195 -36.8502395,174.7404761167 -36.8502516167,174.7403286833 -36.8502634667,174.7403079667 -36.8501271,174.7404384833 -36.8501154167,174.7405654333 -36.8501032167,174.7406988333 -36.8500906,174.7408278167 -36.8500785667,174.74095645 -36.8500667667,174.7410898833 -36.8500546833,174.74123265 -36.8500419833,174.7413969167 -36.8500276833,174.7415313833 -36.850016))",5234881,,,Road,Primary,,North Auckland,,,2924
"POLYGON ((174.7390833833 -36.8505082833,174.73906635 -36.8503992833,174.7390492667 -36.8502903,174.7390322333 -36.8501813,174.7390151833 -36.8500723167,174.7389981333 -36.8499633167,174.7389811 -36.8498543333,174.73896405 -36.84974535,174.7389470833 -36.8496362667,174.7389453833 -36.8496253667,174.73893005 -36.8495272833,174.7389129833 -36.84941835,174.7388959333 -36.8493093667,174.73887305 -36.8491939,174.738856 -36.8490849167,174.73884045 -36.8489855,174.7390683167 -36.8489599167,174.7390854667 -36.84906875,174.7391027167 -36.8491778333,174.7391197667 -36.8492868333,174.7391362833 -36.8493958167,174.7391533 -36.8495048,174.7391708667 -36.8496138,174.7391878833 -36.8497227833,174.7392049167 -36.8498317833,174.7392219667 -36.8499407833,174.7392389833 -36.8500497667,174.7392560167 -36.8501587667,174.7392730667 -36.85026775,174.7392901 -36.85037675,174.7393071333 -36.8504857333,174.7393241833 -36.8505947167,174.7393405667 -36.8506994333,174.73929395 -36.8507030833,174.7393347167 -36.8509724333,174.73915835 -36.8509882,174.7391162333 -36.8507184167,174.7391004167 -36.8506172833,174.7390833833 -36.8505082833))",5232148,,,Road,Primary,,North Auckland,,,4396
"POLYGON ((174.7400970167 -36.8507631167,174.7401034333 -36.85080865,174.74011185 -36.8509004,174.7399405667 -36.8508983833,174.7399273667 -36.8507911667,174.7399089833 -36.8506475333,174.73987785 -36.8504134,174.7398599167 -36.85030135,174.7398427 -36.85019375,174.73982555 -36.850097,174.7398220833 -36.8500743333,174.7398150333 -36.8500211667,174.73980525 -36.8499650833,174.7397885667 -36.84985575,174.7397744167 -36.84976745,174.7397728667 -36.8497578,174.7397546 -36.8496448833,174.7399218333 -36.8496201333,174.7399247167 -36.8496381167,174.7399334333 -36.8496925833,174.73994225 -36.8497475667,174.73996065 -36.8498565333,174.7399745167 -36.8499436167,174.73999475 -36.8500741667,174.7400125 -36.85018295,174.7400302667 -36.8502919,174.7400480333 -36.8504009667,174.74007865 -36.8506306,174.7400903167 -36.85071535,174.7400970167 -36.8507631167))",5222651,,,Road,Primary,,North Auckland,,,2157
"POLYGON ((174.7493281 -36.85147925,174.74928185 -36.85172685,174.7489231 -36.85163295,174.7492108667 -36.8514103667,174.7492226833 -36.85145165,174.7493281 -36.85147925))",5232463,,,Road,Primary,,North Auckland,,,668
"POLYGON ((174.7423792333 -36.8485064833,174.7424198 -36.8486866167,174.74224505 -36.8486996833,174.7422691 -36.8485156,174.7423792333 -36.8485064833))",5250211,,,Road,Primary,,North Auckland,,,258
"POLYGON ((174.74281925 -36.8484704333,174.7428392667 -36.8486519333,174.7427519333 -36.84865915,174.7425817 -36.8486732667,174.7424198 -36.8486866167,174.7423792333 -36.8485064833,174.7424359667 -36.8485019167,174.7426019833 -36.8484883167,174.74281925 -36.8484704333))",5216771,,,Road,Primary,,North Auckland,,,779
"POLYGON ((174.7429214833 -36.8486451667,174.7428392667 -36.8486519333,174.74281925 -36.8484704333,174.7430606333 -36.8484532167,174.7429402833 -36.8486436167,174.7429214833 -36.8486451667))",5245317,,,Road,Primary,,North Auckland,,,309
"POLYGON ((174.74321075 -36.8484404667,174.7433558667 -36.8484281667,174.7437125667 -36.8484014333,174.74369555 -36.8485847333,174.7433831167 -36.84860795,174.74335055 -36.8486104167,174.7432627167 -36.8486170167,174.7431547 -36.8486261833,174.7431482167 -36.8486267333,174.74309445 -36.84863115,174.7430280833 -36.8486366167,174.7430128167 -36.8486378833,174.7429906167 -36.8486397167,174.7429772333 -36.8486408167,174.7429402833 -36.8486436167,174.7430606333 -36.8484532167,174.74321075 -36.8484404667))",5210469,,,Road,Primary,,North Auckland,,,1264
"POLYGON ((174.7498474833 -36.8484466333,174.7498572833 -36.8484998667,174.7496903167 -36.8485182667,174.7496346167 -36.848524,174.7496252667 -36.8484695167,174.7498474833 -36.8484466333))",6730041,Section 1 SO 344936,SO 344936,Road,Primary,[Create] Land Acquired for Road [College Hill] New Zealand Gazette 2005 p 733 Vested in Auckland City Council,North Auckland,,,121
"POLYGON ((174.7460563333 -36.8484182,174.7462287833 -36.84846805,174.7461669 -36.8485449833,174.7460030833 -36.84848855,174.7460563333 -36.8484182))",5257314,,,Road,Primary,,North Auckland,,,153
"POLYGON ((174.7520005833 -36.8700278667,174.7520384333 -36.8699188667,174.7521063333 -36.86972705,174.7521295333 -36.8696562667,174.7521454 -36.8696083833,174.75233405 -36.86957905,174.7523018 -36.8696769333,174.75229435 -36.8696995833,174.75229195 -36.8697073833,174.75225285 -36.8698126667,174.7522161333 -36.8699185167,174.7521794167 -36.8700243333,174.7521362833 -36.8701487,174.75209245 -36.8702749833,174.75199925 -36.8705674667,174.7520247 -36.8706016833,174.7517813 -36.8705474667,174.7518237 -36.87052845,174.7518895833 -36.87034435,174.7519269667 -36.8702398333,174.7519636 -36.8701343667,174.7520005833 -36.8700278667))",5209711,,,Road,Primary,,North Auckland,,,1753
"POLYGON ((174.75078715 -36.8698237833,174.7508215833 -36.8700029667,174.7508876167 -36.8703465333,174.7506555 -36.87032675,174.7506327667 -36.8702085333,174.7505668833 -36.86986575,174.75078715 -36.8698237833))",5237466,,,Road,Primary,,North Auckland,,,1111
"POLYGON ((174.7504787833 -36.8693939833,174.7504224167 -36.8691005833,174.7506395667 -36.8690426167,174.7506439333 -36.8690655,174.7506514333 -36.8691044,174.7506516667 -36.8691055667,174.7506518833 -36.8691067167,174.7506588 -36.8691426167,174.750659 -36.8691437833,174.75065925 -36.8691449333,174.75066615 -36.8691808333,174.7506663667 -36.8691819833,174.7506666167 -36.86918315,174.7506735167 -36.86921905,174.7506737333 -36.8692202,174.7506739833 -36.8692213667,174.7506813667 -36.86925975,174.7506878833 -36.86929395,174.7507529833 -36.8696331,174.7505337833 -36.86968065,174.7505251 -36.8696352333,174.7505148667 -36.8695817833,174.7504787833 -36.8693939833))",5231181,,,Road,Primary,,North Auckland,,,1322
"POLYGON ((174.7505612667 -36.86887305,174.7506906833 -36.8688376667,174.7506395667 -36.8690426167,174.7504224167 -36.8691005833,174.7504317 -36.8689084333,174.7505612667 -36.86887305))",5252009,,,Road,Primary,,North Auckland,,,448
"POLYGON ((174.7510788333 -36.8687111333,174.7511675333 -36.86889795,174.75112985 -36.8689082667,174.7510747667 -36.8689233333,174.7509291667 -36.8689633333,174.7508256833 -36.86899185,174.7507664333 -36.8690081167,174.7507039667 -36.8690252667,174.7506395667 -36.8690426167,174.7506906833 -36.8688376667,174.7508201 -36.8688023,174.7509495667 -36.8687669167,174.7510365833 -36.8687455,174.7510788333 -36.8687111333))",5231192,,,Road,Primary,,North Auckland,,,877
"POLYGON ((174.7513644167 -36.8688441667,174.7512906333 -36.8688643333,174.7512602833 -36.8688726,174.7512052 -36.8688876667,174.7511675333 -36.86889795,174.7510788333 -36.8687111333,174.7512966833 -36.8686718667,174.7513644167 -36.8688441667))",5258499,,,Road,Primary,,North Auckland,,,404
